Region,Date,Tempmax,Tempmin,Temperature,Feelslikemax,Feelslikemin,Feelslike,Dew,Humidity,Precipitation,Precipprob,Precipcover,Preciptype,Snow,Snowdepth,Windgust,Windspeed,Winddir,Sealevelpressure,Cloudcover,Visibility,Solarradiation,Solarenergy,Uvindex,Severerisk,Sunrise,Sunset,Moonphase,Conditions,Description,Icon,Stations
auvergne rhone alpes,2022-01-19,2.5,-4.6,-0.7,2.5,-4.6,-1,-1.6,93.7,0.008,100,4.17,"rain,snow",0.1,0,12.5,6.3,359.7,1032.5,68,2.9,49.2,4.4,3,10,2022-01-19T08:15:20,2022-01-19T17:27:55,0.55,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,snow,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-01-20,5.1,1,2.8,2.6,-1.4,0.6,1.2,89.1,0.439,100,8.33,"rain,snow",0,0,41.2,27.8,347.3,1030.5,95.4,14.1,18.2,1.8,1,10,2022-01-20T08:14:35,2022-01-20T17:29:17,0.59,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,rain,"07475099999,F0384,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-01-21,4.8,0.6,2.1,-0.6,-5.3,-3.3,-2.5,72.4,0,0,0,,0,0,56.6,36.1,350.6,1031.9,30,34.9,55.8,4.8,3,10,2022-01-21T08:13:47,2022-01-21T17:30:40,0.62,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-01-22,5.6,-1,1.9,1.4,-5.2,-2.3,-1.1,80.5,0,0,0,,0,0,39.6,27.1,343.1,1034.7,70.9,23.9,36.9,3.2,2,10,2022-01-22T08:12:57,2022-01-22T17:32:04,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2022-01-23,2.3,1.2,1.5,1.4,-1.9,-0.4,-0.4,87,0,0,0,,0,0,21.4,11.7,3.3,1034.2,100,10,19.8,2,1,10,2022-01-23T08:12:04,2022-01-23T17:33:28,0.69,Overcast,Cloudy skies throughout the day.,cloudy,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-01-24,7.1,-2.2,1.4,7.1,-4.2,0.8,-1.1,84.3,0,0,0,,0,0,13.4,7.1,89,1032.5,34.7,6.6,49,4.2,2,10,2022-01-24T08:11:10,2022-01-24T17:34:53,0.73,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-01-25,8.4,-4.6,-0.2,8.4,-4.6,-0.3,-2.2,87.9,0,0,0,,0,0,8.3,5.2,351.9,1034.6,5.4,3.1,71.9,6.2,4,10,2022-01-25T08:10:13,2022-01-25T17:36:19,0.75,Clear,Clear conditions throughout the day.,clear-day,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2022-01-26,0,-4.2,-2.1,-2.7,-6.2,-4.3,-2.6,96.3,0.008,100,4.17,snow,0,0,23.1,14.4,359.1,1035,54.2,2,42.4,3.7,2,10,2022-01-26T08:09:14,2022-01-26T17:37:45,0.8,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,rain,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-01-27,-1.4,-3.3,-2.4,-3.7,-7.4,-5.8,-3.3,93.2,0,0,0,,0,0,25.6,14.9,2.1,1035.2,100,5.6,27,2.4,1,10,2022-01-27T08:08:13,2022-01-27T17:39:11,0.83,Overcast,Cloudy skies throughout the day.,cloudy,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-01-28,3.7,-1.1,1.4,0.5,-4.7,-2.1,-0.3,88.6,0,0,0,,0,0,36.2,22.9,348.9,1037.4,100,11.6,60.4,5.2,4,10,2022-01-28T08:07:10,2022-01-28T17:40:38,0.87,Overcast,Cloudy skies throughout the day.,cloudy,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-01-29,2.3,0,1.3,1.9,-3.1,-0.9,-0.5,87.3,0.008,100,4.17,rain,0,0,26.2,14.9,13.9,1038.2,99.3,11.6,52.6,4.7,2,10,2022-01-29T08:06:05,2022-01-29T17:42:06,0.9,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-01-30,8.8,1.9,4.9,5.6,0.8,3.1,3.3,89.7,0.02,100,12.5,rain,0,0,36.9,23.5,339.3,1031.8,87.4,19.1,55,4.9,4,10,2022-01-30T08:04:57,2022-01-30T17:43:34,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-01-31,7.5,3.4,4.9,4.9,-0.5,2.5,2.4,84.1,0.309,100,37.5,"rain,snow",0,0,56.8,27.4,343.3,1024.7,97.4,26.1,42.7,3.7,2,10,2022-01-31T08:03:48,2022-01-31T17:45:02,0.97,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-02-01,6,1.7,3.7,6,-2.6,0.8,-1.2,71.2,1.201,100,20.83,"rain,snow",0,0,33.5,21.5,353.3,1029,88.2,35.6,42.8,3.5,2,10,2022-02-01T08:02:38,2022-02-01T17:46:30,0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-02-02,10.8,3.9,6.4,10.8,2.6,5.6,5,91.2,0.307,100,45.83,rain,0,0,23.5,15.1,29.8,1027.2,90.9,19.4,54,4.7,4,10,2022-02-02T08:01:25,2022-02-02T17:47:58,0.04,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-02-03,11.5,6,7.8,11.5,4.5,6.8,4.9,82.4,0,0,0,,0,0,25.4,13.2,118.1,1021.7,97.6,27.5,75.8,6.7,4,10,2022-02-03T08:00:10,2022-02-03T17:49:27,0.07,Overcast,Cloudy skies throughout the day.,cloudy,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-02-04,10.1,2,6.2,10.1,1.4,5.5,2.9,80.5,0.014,100,8.33,rain,0,0,26.7,10.5,134.3,1021.5,83.1,26.8,61.9,5.2,4,10,2022-02-04T07:58:54,2022-02-04T17:50:56,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-02-05,9.2,0.7,5.5,6.3,0.5,3.2,1.3,75.9,0.055,100,16.67,rain,0,0,39.3,25.4,345.2,1026.9,47.7,34.4,84.9,7.4,4,10,2022-02-05T07:57:36,2022-02-05T17:52:24,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"E4885,07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-02-06,9,-1.6,4.2,6.8,-3.2,2.6,-0.1,75.5,0.031,100,4.17,rain,0,0,27.1,17.4,168.3,1027.6,81.2,33.9,55,4.6,3,10,2022-02-06T07:56:16,2022-02-06T17:53:53,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2022-02-07,9.1,1.9,7,7.1,-1,4.2,2,71.7,1.924,100,33.33,rain,0,0,53.4,28.7,350.1,1028.1,52.7,40.8,80.5,6.9,4,10,2022-02-07T07:54:55,2022-02-07T17:55:22,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-02-08,10.9,-2.3,3.3,10.9,-2.8,3,-1.5,73.1,0.008,100,4.17,rain,0,0,20,9.2,50.4,1035.2,6.2,29.5,90.6,7.8,5,10,2022-02-08T07:53:32,2022-02-08T17:56:51,0.25,Rain,Clear conditions throughout the day with morning rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-02-09,14.8,-2.3,5.7,14.8,-4,4.3,0.1,70.2,0,0,0,,0,0,44,22.1,170.2,1031,17.6,27.8,93.3,8,5,10,2022-02-09T07:52:07,2022-02-09T17:58:19,0.27,Clear,Clear conditions throughout the day.,clear-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-02-10,15.5,1.9,8.5,15.5,-0.6,7.8,3.4,71.9,0,0,0,,0,0,33,16.1,147.1,1027.2,17.9,25.2,84.7,7.3,4,10,2022-02-10T07:50:41,2022-02-10T17:59:48,0.3,Clear,Clear conditions throughout the day.,clear-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-02-11,8.4,2.1,6.3,8.2,-1.7,3.3,1.7,73.5,2.194,100,29.17,rain,0,0,43.9,28,345.9,1029.8,58.6,31.7,90.2,7.8,5,10,2022-02-11T07:49:14,2022-02-11T18:01:17,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"E4885,07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-02-12,10.2,-3.3,3,10.2,-3.3,2.1,-1.3,74.7,0,0,0,,0,0,23.6,12.2,168.8,1028.7,67.6,24.5,90.4,7.8,4,10,2022-02-12T07:47:45,2022-02-12T18:02:45,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-02-13,12.6,2.2,8.2,12.6,0,6.1,1.2,62.2,0,0,0,,0,0,71.9,41.1,182.1,1019.8,23.2,31.9,90.9,7.8,4,10,2022-02-13T07:46:15,2022-02-13T18:04:13,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-02-14,10,5.1,8.1,10,3.4,5.9,4.9,80.8,10.552,100,29.17,rain,0,0,64.2,33.6,188.9,1011.6,93.2,34.4,36.8,3.1,2,10,2022-02-14T07:44:43,2022-02-14T18:05:41,0.43,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2022-02-15,9.2,4.9,6.9,8.1,2.8,5.1,2.3,73.4,0.337,100,33.33,rain,0,0,33.9,19.5,306.2,1019.7,95.2,43.4,48.9,4,2,10,2022-02-15T07:43:10,2022-02-15T18:07:09,0.46,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07475099999,F0384,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-02-16,9.6,5,7.3,8.8,1.3,4.9,4.3,81.7,3.436,100,33.33,rain,0,0,37.3,22.2,166.6,1018.8,99.7,37,33.7,2.8,1,10,2022-02-16T07:41:36,2022-02-16T18:08:37,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"E4885,07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2022-02-17,16.6,8.1,11.9,16.6,6.7,11.4,7.3,75.4,0.657,100,33.33,rain,0,0,34.9,18.1,318,1020.5,95.2,32.7,88.1,7.3,5,10,2022-02-17T07:40:01,2022-02-17T18:10:04,0.53,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"E4885,07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-02-18,19.4,5.5,12.2,19.4,4.6,11.7,6.3,69.2,0,0,0,rain,0,0,53,30.3,195.7,1015.9,66.7,42.3,112.1,9.6,5,10,2022-02-18T07:38:24,2022-02-18T18:11:32,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2022-02-19,10.1,2.1,7.1,10.1,0.7,5.4,-0.1,61.6,0.012,100,4.17,rain,0,0,32.5,19.1,341.4,1023.6,61.8,41.6,114.6,9.9,5,10,2022-02-19T07:36:46,2022-02-19T18:12:59,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"E4885,07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2022-02-20,12.6,2.3,7.6,12.6,0.2,7.1,1.8,67.2,0.144,100,4.17,rain,0,0,26.2,17.4,159.1,1025.4,88.9,41.9,84.5,7.4,3,10,2022-02-20T07:35:07,2022-02-20T18:14:25,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-02-21,9.4,6.8,8.3,7.7,3.4,5.7,3.5,72.3,4.549,100,41.67,rain,0,0,57.7,28.6,308.9,1020.3,94.1,30.5,105.7,9,5,10,2022-02-21T07:33:28,2022-02-21T18:15:52,0.67,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2022-02-22,11.6,6.4,8.7,11.6,3.9,7.4,3.1,68.8,0.087,100,20.83,rain,0,0,40.8,20,334.5,1028.3,90.4,19.7,108.1,9.4,6,10,2022-02-22T07:31:47,2022-02-22T18:17:18,0.71,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-02-23,14.6,5,9.4,14.6,5,9.2,5.4,77.9,0.006,100,4.17,rain,0,0,18.1,10,9.3,1026.7,70.8,31.5,114.6,9.8,7,10,2022-02-23T07:30:05,2022-02-23T18:18:44,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2022-02-24,14.1,2.9,8.4,14.1,1.5,7.9,3.9,74.9,0.016,100,8.33,rain,0,0,53.7,29.3,190.7,1021.4,88.2,28.4,87.4,7.6,4,10,2022-02-24T07:28:22,2022-02-24T18:20:10,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-02-25,9.3,3.1,6.4,5.9,-0.2,3.6,-0.5,62.2,0.017,100,4.17,rain,0,0,49.1,26.7,348.8,1028.8,41.7,43.4,129.2,11.1,6,10,2022-02-25T07:26:38,2022-02-25T18:21:35,0.81,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-02-26,10.8,0.8,4.7,10.8,-3.1,2.6,-1.1,68.1,0,0,0,,0,0,25.2,16,342.9,1029,20,41.2,157.3,13.6,6,10,2022-02-26T07:24:53,2022-02-26T18:23:00,0.85,Clear,Partly cloudy throughout the day.,clear-day,"07475099999,F0384,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-02-27,12.1,-2.5,4.4,12.1,-2.6,4,-1.8,67.2,0,0,0,,0,0,19.8,10.8,63.9,1026.1,0.7,28.2,144.7,12.6,6,10,2022-02-27T07:23:08,2022-02-27T18:24:25,0.88,Clear,Clear conditions throughout the day.,clear-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2022-02-28,13,-1,5.8,13,-1.9,4.9,-1.2,63.6,0.144,100,4.17,rain,0,0,18.2,12.5,349.8,1028,6.8,32.9,144.3,12.4,6,10,2022-02-28T07:21:22,2022-02-28T18:25:49,0.92,Rain,Clear conditions throughout the day with afternoon rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-03-01,14.2,-1.2,6.4,14.2,-1.2,6,-0.7,64.2,0,0,0,,0,0,26.1,13.8,155.8,1026.9,27.2,24.8,160.1,12.8,6,10,2022-03-01T07:19:35,2022-03-01T18:27:14,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-03-02,12.2,4.6,8.4,12.2,1.9,7,2.8,68.7,0,0,0,,0,0,46.8,29.3,164,1022.3,79.7,28.6,123.3,9.6,4,10,2022-03-02T07:17:47,2022-03-02T18:28:38,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2022-03-03,14.3,2.7,8.1,14.3,2.2,7.8,4.4,78.4,0.008,100,4.17,rain,0,0,27.5,15.9,2.7,1017,63.9,19.1,105.4,8.4,4,10,2022-03-03T07:15:58,2022-03-03T18:30:01,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-03-04,14.1,2.1,7.3,14.1,1.3,6.2,-0.4,63.5,0,0,0,,0,0,41.7,25.6,351.6,1015.8,49.8,13.7,141.7,11.2,5,10,2022-03-04T07:14:09,2022-03-04T18:31:25,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,LFLY,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-03-05,11.2,-1.7,5.1,11.2,-1.7,3.7,-5.1,50,0,0,0,,0,0,36.3,22.2,356.8,1017.6,2.8,17.6,178.3,14,6,10,2022-03-05T07:12:20,2022-03-05T18:32:48,0.09,Clear,Clear conditions throughout the day.,clear-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-03-06,8.6,-2.6,3.2,5.9,-3.1,0.9,-6,52.3,0,0,0,,0,0,35.4,17.8,348.1,1018.7,8.1,20.3,173.2,14.2,6,10,2022-03-06T07:10:29,2022-03-06T18:34:11,0.12,Clear,Clear conditions throughout the day.,clear-day,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-03-07,10.2,-3.2,2.9,10.2,-3.2,2.5,-4.5,60.3,0,0,0,,0,0,18.6,9.6,12.5,1019,14.9,13.5,163.3,13.6,6,10,2022-03-07T07:08:38,2022-03-07T18:35:33,0.15,Clear,Clear conditions throughout the day.,clear-day,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-03-08,13.1,-1.7,5.6,13.1,-4.7,3.8,-1,64.9,0,0,0,,0,0,54,31.2,173.4,1018.8,3.1,16.7,173.3,14.8,6,10,2022-03-08T07:06:47,2022-03-08T18:36:55,0.18,Clear,Clear conditions throughout the day.,clear-day,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2022-03-09,14.9,0.9,8,14.9,0.4,7.1,1.7,67.4,0,0,0,,0,0,32.8,18.5,159.6,1022.9,9.8,19.1,175.2,14.9,6,10,2022-03-09T07:04:55,2022-03-09T18:38:18,0.22,Clear,Clear conditions throughout the day.,clear-day,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2022-03-10,15,2.3,9.3,15,0.4,8.6,3.4,68.1,0.008,100,4.17,rain,0,0,49.1,29.1,169.6,1022.3,50.1,25.3,151.5,13,5,10,2022-03-10T07:03:03,2022-03-10T18:39:39,0.25,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-03-11,15.1,3.5,11.1,15.1,-1.4,9.8,3,59,0.018,100,8.33,rain,0,0,65,40.8,182.7,1016.9,91.6,36.1,110.1,9.4,6,10,2022-03-11T07:01:10,2022-03-11T18:41:01,0.28,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"E4885,07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2022-03-12,11.9,8.8,10.2,11.9,6.7,9.2,1.9,56.3,0.104,100,25,rain,0,0,49.6,29,173.3,1017.7,98.5,50.8,55.2,4.7,3,10,2022-03-12T06:59:17,2022-03-12T18:42:22,0.31,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-03-13,13.1,6.4,9.6,13.1,4,8,3.8,68.3,4.903,100,33.33,rain,0,0,48.3,26.7,171.3,1016.2,97.6,41.4,54,4.8,4,10,2022-03-13T06:57:24,2022-03-13T18:43:43,0.34,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2022-03-14,12.5,1.6,8.1,12.5,1.6,7.6,5.6,85.2,0.728,100,20.83,rain,0,0,23.5,13.3,67.8,1026.8,81.3,22.7,98.7,8.3,4,10,2022-03-14T06:55:30,2022-03-14T18:45:04,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2022-03-15,16.7,9.3,13.1,16.7,8.2,12.9,6.5,66.2,2.207,100,29.17,rain,0,0,67.8,38.4,170,1024.7,58.8,43.5,58.9,5.2,2,10,2022-03-15T06:53:36,2022-03-15T18:46:25,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2022-03-16,17.8,9.4,13.6,17.8,9.4,13.6,6.5,62.9,0,0,0,,0,0,46.9,25.5,155.7,1021.1,64.4,39.6,72.4,6.1,3,10,2022-03-16T06:51:41,2022-03-16T18:47:45,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-03-17,13.4,7.6,10.5,13.4,6.3,10.1,7.6,82,0,0,0,,0,0,48.5,31,340,1025.2,96.7,16.3,28.8,2.4,1,10,2022-03-17T06:49:47,2022-03-17T18:49:06,0.47,Overcast,Cloudy skies throughout the day.,cloudy,"07475099999,F0384,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-03-18,11.4,7.6,9.2,11.4,5.2,7.5,6,80.4,0,0,0,,0,0,43.7,24.9,326.1,1030.1,98.2,11.1,14.3,1,1,10,2022-03-18T06:47:52,2022-03-18T18:50:26,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2022-03-19,15.1,2.5,8.6,15.1,1.5,8.4,4.5,77.3,0,0,0,,0,0,19.8,10.8,32,1029.6,51.6,6.7,109.8,9.6,4,10,2022-03-19T06:45:57,2022-03-19T18:51:46,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-03-20,14.2,4.5,10.7,14.2,4.5,10,1.8,55.7,0,0,0,,0,0,54.2,29.8,174.2,1028.3,58.1,25.6,89.4,7.9,3,10,2022-03-20T06:44:02,2022-03-20T18:53:06,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-03-21,16.5,8,12,16.5,6.1,11.3,0.2,45,0,0,0,,0,0,42.7,25.8,167.9,1030.3,48.2,33.6,117.4,10.1,5,10,2022-03-21T06:42:07,2022-03-21T18:54:25,0.61,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-03-22,16.1,2.8,10.3,16.1,1,9.4,-1.2,47.6,0,0,0,,0,0,46.8,27.2,155.7,1031.1,1.7,27.2,145.5,12.7,5,10,2022-03-22T06:40:12,2022-03-22T18:55:45,0.65,Clear,Clear conditions throughout the day.,clear-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-03-23,17.3,1.4,9.4,17.3,1.4,9,-0.9,52,0,0,0,,0,0,26.1,15,166,1030.3,0,25.2,146.9,12.8,5,10,2022-03-23T06:38:17,2022-03-23T18:57:04,0.68,Clear,Clear conditions throughout the day.,clear-day,"07475099999,LFLY,07481099999,LFLL,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2022-03-24,19.8,1.7,10.4,19.8,0.3,10.2,-0.3,52.7,0,0,0,,0,0,17.1,7.2,180.1,1027.4,0.6,21.4,150.5,13.2,5,10,2022-03-24T06:36:22,2022-03-24T18:58:24,0.72,Clear,Clear conditions throughout the day.,clear-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-03-25,19.8,2.7,11.2,19.8,1.9,11,1.5,54.7,0,0,0,,0,0,23.7,14.6,315.4,1024.8,7.8,17.7,148.3,12.9,5,10,2022-03-25T06:34:26,2022-03-25T18:59:43,0.75,Clear,Clear conditions throughout the day.,clear-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-03-26,20.3,3.6,11.6,20.3,2.3,11.4,2.4,57.3,0,0,0,,0,0,26.8,14.6,336.1,1023.9,13,13.3,168.7,14.8,5,10,2022-03-26T06:32:31,2022-03-26T19:01:02,0.79,Clear,Clear conditions throughout the day.,clear-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
